,age,gender,country,education,job_title,years_coding,salary,Data_Science_Course,Languages
7584,50-54,Man,Romania,Master’s degree,Data Scientist,20+ years,"25,000-29,999",Kaggle Learn Courses;DataCamp;Udemy,Kaggle Learn Courses;DataCamp;Udemy
7587,40-44,Man,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Other,20+ years,"30,000-39,999",Udemy,Java;Javascript;Bash;Udemy
7588,30-34,Man,Japan,Master’s degree,Data Analyst,5-10 years,"5,000-7,499",Udemy,R;Udemy
7591,25-29,Man,Brazil,Master’s degree,Statistician,5-10 years,"7,500-9,999",edX;Udemy;University Courses (resulting in a university degree),R;edX;Udemy;University Courses (resulting in a university degree)
7596,22-24,Man,South Africa,I prefer not to answer,Machine Learning Engineer,1-2 years,$0-999,,
7597,40-44,Man,India,Bachelor’s degree,Other,10-20 years,"> $500,000",edX;Fast.ai;Udemy,SQL;Javascript;edX;Fast.ai;Udemy
7599,40-44,Man,South Africa,Master’s degree,Data Scientist,1-2 years,"2,000-2,999",edX;Kaggle Learn Courses;University Courses (resulting in a university degree),R;SQL;edX;Kaggle Learn Courses;University Courses (resulting in a university degree)
7600,50-54,Man,United States of America,Some college/university study without earning a bachelor’s degree,Software Engineer,20+ years,"125,000-149,999",Kaggle Learn Courses,SQL;Java;Javascript;Bash;Kaggle Learn Courses
7603,25-29,Man,Spain,Master’s degree,Research Scientist,3-5 years,$0-999,University Courses (resulting in a university degree),C;C++;MATLAB;University Courses (resulting in a university degree)
7604,25-29,Man,Nigeria,Bachelor’s degree,Business Analyst,I have never written code,"10,000-14,999",,
7609,22-24,Man,India,Master’s degree,Data Analyst,1-2 years,"7,500-9,999",University Courses (resulting in a university degree),University Courses (resulting in a university degree)
7610,45-49,Man,Indonesia,I prefer not to answer,Data Analyst,I have never written code,$0-999,,
7613,35-39,Man,Ukraine,Bachelor’s degree,Software Engineer,5-10 years,"30,000-39,999",Kaggle Learn Courses;DataCamp;Udacity,SQL;C++;Java;Kaggle Learn Courses;DataCamp;Udacity
7614,45-49,Man,Taiwan,Master’s degree,Business Analyst,3-5 years,"25,000-29,999",DataCamp,DataCamp
7616,22-24,Man,India,Master’s degree,Machine Learning Engineer,1-2 years,"3,000-3,999",Kaggle Learn Courses;DataCamp,Java;Kaggle Learn Courses;DataCamp
7617,25-29,Man,Bangladesh,Bachelor’s degree,Statistician,3-5 years,$0-999,DataCamp;University Courses (resulting in a university degree),R;DataCamp;University Courses (resulting in a university degree)
7620,35-39,Man,India,Doctoral degree,Research Scientist,3-5 years,"7,500-9,999","Kaggle Learn Courses;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)","Kaggle Learn Courses;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
7621,30-34,Man,Other,Master’s degree,Statistician,3-5 years,"70,000-79,999",DataCamp;Udemy,R;SQL;DataCamp;Udemy
7623,25-29,Man,Japan,I prefer not to answer,Other,3-5 years,"20,000-24,999",edX;DataCamp,edX;DataCamp
7624,18-21,Man,India,Bachelor’s degree,Data Scientist,1-2 years,$0-999,,C;C++;
7626,30-34,Man,India,Bachelor’s degree,Research Scientist,I have never written code,$0-999,,
7629,55-59,Man,United States of America,Doctoral degree,Research Scientist,3-5 years,"50,000-59,999",Kaggle Learn Courses;Udacity;Udemy,SQL;Bash;Kaggle Learn Courses;Udacity;Udemy
7632,25-29,Man,India,Bachelor’s degree,Data Analyst,3-5 years,"7,500-9,999",Udemy;LinkedIn Learning,R;SQL;Udemy;LinkedIn Learning
7636,40-44,Man,Peru,Doctoral degree,Product/Project Manager,5-10 years,"2,000-2,999",Kaggle Learn Courses,SQL;C++;Java;Javascript;Kaggle Learn Courses
7637,18-21,Man,China,Some college/university study without earning a bachelor’s degree,Software Engineer,3-5 years,$0-999,Fast.ai;LinkedIn Learning,C++;Fast.ai;LinkedIn Learning
7639,18-21,Woman,India,Master’s degree,Software Engineer,5-10 years,"15,000-19,999",University Courses (resulting in a university degree),R;Java;MATLAB;University Courses (resulting in a university degree)
7640,22-24,Man,China,I prefer not to answer,Data Analyst,< 1 years,"7,500-9,999",DataCamp,R;SQL;Java;Swift;DataCamp
7642,25-29,Man,Germany,Master’s degree,Data Scientist,1-2 years,"1,000-1,999",None,R;SQL;C++;Java;None
7643,50-54,Man,Belgium,Master’s degree,Other,10-20 years,"70,000-79,999",Kaggle Learn Courses;Udemy,Kaggle Learn Courses;Udemy
7647,18-21,Man,Brazil,Bachelor’s degree,Software Engineer,1-2 years,"1,000-1,999",Udemy,SQL;Java;Udemy
7648,30-34,Prefer not to say,United States of America,Some college/university study without earning a bachelor’s degree,Software Engineer,5-10 years,"90,000-99,999",Kaggle Learn Courses;DataCamp;Fast.ai;Udacity;Udemy,SQL;Javascript;Kaggle Learn Courses;DataCamp;Fast.ai;Udacity;Udemy
7650,55-59,Man,Japan,No formal education past high school,Other,20+ years,"70,000-79,999",,C;
7652,30-34,Man,Italy,Master’s degree,Business Analyst,3-5 years,"40,000-49,999",edX;Udacity;University Courses (resulting in a university degree),R;SQL;edX;Udacity;University Courses (resulting in a university degree)
7653,25-29,Man,United States of America,Master’s degree,Other,< 1 years,"10,000-14,999",University Courses (resulting in a university degree),R;SQL;University Courses (resulting in a university degree)
7654,22-24,Woman,Indonesia,Bachelor’s degree,Statistician,1-2 years,$0-999,"edX;Kaggle Learn Courses;DataCamp;Fast.ai;Udacity;Udemy;LinkedIn Learning;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)","R;SQL;edX;Kaggle Learn Courses;DataCamp;Fast.ai;Udacity;Udemy;LinkedIn Learning;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
7657,22-24,Man,India,I prefer not to answer,Software Engineer,1-2 years,$0-999,Kaggle Learn Courses;Udacity;Udemy,SQL;Java;Kaggle Learn Courses;Udacity;Udemy
7658,22-24,Woman,India,Master’s degree,Software Engineer,1-2 years,$0-999,,SQL;Java;
7660,60-69,Man,India,Professional degree,Business Analyst,3-5 years,"10,000-14,999",University Courses (resulting in a university degree),SQL;C;C++;Java;Javascript;University Courses (resulting in a university degree)
7661,25-29,Man,Australia,Master’s degree,Other,5-10 years,"40,000-49,999",,
7666,40-44,Man,India,Master’s degree,Business Analyst,10-20 years,"70,000-79,999","edX;Kaggle Learn Courses;DataCamp;Fast.ai;Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)","SQL;Javascript;edX;Kaggle Learn Courses;DataCamp;Fast.ai;Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
7668,40-44,Woman,Peru,Doctoral degree,Research Scientist,10-20 years,"7,500-9,999",edX;Kaggle Learn Courses;DataCamp;Udemy,MATLAB;edX;Kaggle Learn Courses;DataCamp;Udemy
7670,45-49,Man,United States of America,Bachelor’s degree,Data Scientist,20+ years,"200,000-249,999",Kaggle Learn Courses;Fast.ai,R;SQL;Kaggle Learn Courses;Fast.ai
7674,30-34,Man,China,Bachelor’s degree,Machine Learning Engineer,10-20 years,"100,000-124,999",None,C;None
7677,40-44,Man,India,Doctoral degree,Other,3-5 years,"20,000-24,999",Udemy,C;MATLAB;Udemy
7680,35-39,Man,Other,Master’s degree,Data Scientist,10-20 years,"30,000-39,999",None,Javascript;Bash;None
7683,30-34,Man,Portugal,Master’s degree,Data Analyst,5-10 years,"20,000-24,999",Udemy,R;SQL;C;Javascript;Julia;MATLAB;Udemy
7684,22-24,Man,Egypt,Bachelor’s degree,Data Scientist,< 1 years,$0-999,Kaggle Learn Courses;Udacity,SQL;C++;Java;Kaggle Learn Courses;Udacity
7687,30-34,Man,United States of America,Master’s degree,Data Analyst,3-5 years,"50,000-59,999",DataCamp;Udemy,SQL;Javascript;MATLAB;DataCamp;Udemy
7689,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Engineer,5-10 years,"60,000-69,999",Udemy;LinkedIn Learning;University Courses (resulting in a university degree),R;SQL;Bash;Udemy;LinkedIn Learning;University Courses (resulting in a university degree)
7690,25-29,Man,India,Master’s degree,Data Analyst,< 1 years,"5,000-7,499",None,SQL;None
7691,30-34,Woman,Nigeria,Master’s degree,Other,1-2 years,"5,000-7,499",edX;DataCamp;Udacity;University Courses (resulting in a university degree),R;edX;DataCamp;Udacity;University Courses (resulting in a university degree)
7692,25-29,Man,Nigeria,Bachelor’s degree,Machine Learning Engineer,3-5 years,$0-999,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar);University Courses (resulting in a university degree)","Cloud-certification programs (direct from AWS, Azure, GCP, or similar);University Courses (resulting in a university degree)"
7694,45-49,Man,France,Master’s degree,Machine Learning Engineer,10-20 years,"1,000-1,999",Kaggle Learn Courses;Udacity,SQL;C;C++;Kaggle Learn Courses;Udacity
7696,40-44,Man,Other,Some college/university study without earning a bachelor’s degree,Data Scientist,10-20 years,"70,000-79,999",DataCamp;Udacity;Udemy,SQL;Bash;DataCamp;Udacity;Udemy
7697,50-54,Woman,United States of America,Master’s degree,Other,20+ years,"100,000-124,999",Kaggle Learn Courses;LinkedIn Learning,R;SQL;Kaggle Learn Courses;LinkedIn Learning
7699,22-24,Man,Tunisia,Master’s degree,Machine Learning Engineer,I have never written code,$0-999,,
7700,30-34,Man,United States of America,Doctoral degree,Data Scientist,10-20 years,"70,000-79,999",DataCamp;University Courses (resulting in a university degree),R;SQL;Javascript;DataCamp;University Courses (resulting in a university degree)
7701,40-44,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Business Analyst,1-2 years,"30,000-39,999",Kaggle Learn Courses;DataCamp;Udemy,Kaggle Learn Courses;DataCamp;Udemy
7705,30-34,Man,France,Doctoral degree,Data Scientist,10-20 years,"90,000-99,999",Kaggle Learn Courses;University Courses (resulting in a university degree),R;MATLAB;Kaggle Learn Courses;University Courses (resulting in a university degree)
7709,25-29,Man,India,Master’s degree,Business Analyst,3-5 years,"10,000-14,999",University Courses (resulting in a university degree),R;SQL;MATLAB;University Courses (resulting in a university degree)
7712,22-24,Man,"Iran, Islamic Republic of...",Master’s degree,Machine Learning Engineer,3-5 years,"10,000-14,999",University Courses (resulting in a university degree),SQL;C;C++;University Courses (resulting in a university degree)
7713,30-34,Man,Other,Doctoral degree,Research Scientist,3-5 years,"10,000-14,999",edX,Swift;edX
7715,45-49,Man,United States of America,Doctoral degree,Data Scientist,20+ years,"200,000-249,999",University Courses (resulting in a university degree),SQL;Julia;University Courses (resulting in a university degree)
7716,30-34,Man,Singapore,Master’s degree,Product/Project Manager,3-5 years,"4,000-4,999",,SQL;
7720,25-29,Man,India,Bachelor’s degree,Other,< 1 years,"4,000-4,999",Kaggle Learn Courses,Kaggle Learn Courses
7723,35-39,Woman,India,Master’s degree,Other,10-20 years,"30,000-39,999",Kaggle Learn Courses;Fast.ai,SQL;Java;Javascript;Kaggle Learn Courses;Fast.ai
7724,30-34,Man,Other,Doctoral degree,Data Scientist,5-10 years,"25,000-29,999",University Courses (resulting in a university degree),R;University Courses (resulting in a university degree)
7728,35-39,Man,Australia,Master’s degree,Data Scientist,5-10 years,"125,000-149,999","Fast.ai;Udacity;Udemy;LinkedIn Learning;Cloud-certification programs (direct from AWS, Azure, GCP, or similar);University Courses (resulting in a university degree)","R;SQL;Bash;MATLAB;Fast.ai;Udacity;Udemy;LinkedIn Learning;Cloud-certification programs (direct from AWS, Azure, GCP, or similar);University Courses (resulting in a university degree)"
7732,35-39,Man,South Korea,Master’s degree,Machine Learning Engineer,3-5 years,"4,000-4,999",,C;C++;
7733,30-34,Man,Israel,Bachelor’s degree,Business Analyst,< 1 years,"90,000-99,999",,Java;
7735,35-39,Man,Tunisia,Master’s degree,Product/Project Manager,5-10 years,"10,000-14,999",University Courses (resulting in a university degree),SQL;University Courses (resulting in a university degree)
7737,25-29,Man,United States of America,Bachelor’s degree,Statistician,1-2 years,"60,000-69,999",Kaggle Learn Courses;DataCamp;University Courses (resulting in a university degree),R;Kaggle Learn Courses;DataCamp;University Courses (resulting in a university degree)
7741,22-24,Man,India,Bachelor’s degree,Other,I have never written code,"5,000-7,499",Udemy,Udemy
7742,35-39,Man,Ireland,Bachelor’s degree,Business Analyst,I have never written code,"5,000-7,499",,
7746,40-44,Woman,Other,Doctoral degree,Data Scientist,10-20 years,"25,000-29,999",Udemy,None;Udemy
7749,40-44,Man,United States of America,Master’s degree,Business Analyst,3-5 years,"60,000-69,999",DataCamp,R;SQL;DataCamp
7750,22-24,Man,China,Master’s degree,Software Engineer,< 1 years,"7,500-9,999",,C;C++;Java;
7754,25-29,Man,Pakistan,Master’s degree,Data Scientist,5-10 years,$0-999,Udacity;University Courses (resulting in a university degree),Udacity;University Courses (resulting in a university degree)
7757,35-39,Man,Spain,Master’s degree,Research Scientist,10-20 years,"60,000-69,999",edX;Fast.ai;Udacity;Udemy,R;C;C++;Javascript;Bash;edX;Fast.ai;Udacity;Udemy
7759,22-24,Man,India,Bachelor’s degree,Software Engineer,1-2 years,"4,000-4,999",,SQL;Javascript;
7760,25-29,Man,Germany,Master’s degree,Data Scientist,5-10 years,"60,000-69,999",Kaggle Learn Courses;Udacity,Java;Kaggle Learn Courses;Udacity
7762,25-29,Man,United States of America,Bachelor’s degree,Business Analyst,5-10 years,"90,000-99,999",Kaggle Learn Courses;LinkedIn Learning,R;SQL;Bash;Kaggle Learn Courses;LinkedIn Learning
7763,45-49,Man,Nigeria,Master’s degree,Other,3-5 years,"2,000-2,999",Udemy;University Courses (resulting in a university degree),R;SQL;Udemy;University Courses (resulting in a university degree)
7764,40-44,Man,India,Bachelor’s degree,Data Scientist,1-2 years,$0-999,DataCamp,R;DataCamp
7765,35-39,Man,Singapore,Bachelor’s degree,Software Engineer,10-20 years,"5,000-7,499",edX;Kaggle Learn Courses;Fast.ai;Udemy;LinkedIn Learning,SQL;edX;Kaggle Learn Courses;Fast.ai;Udemy;LinkedIn Learning
7766,22-24,Man,India,Master’s degree,Data Scientist,1-2 years,$0-999,Udemy,R;SQL;Udemy
7767,22-24,Woman,India,Master’s degree,Software Engineer,3-5 years,$0-999,"DataCamp;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)","DataCamp;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
7768,25-29,Man,Peru,Master’s degree,Product/Project Manager,10-20 years,"30,000-39,999",University Courses (resulting in a university degree),Javascript;University Courses (resulting in a university degree)
7770,35-39,Man,Turkey,Doctoral degree,Statistician,5-10 years,"10,000-14,999",Kaggle Learn Courses,R;MATLAB;Kaggle Learn Courses
7771,25-29,Man,Kenya,Bachelor’s degree,Data Scientist,1-2 years,"5,000-7,499","Udacity;Cloud-certification programs (direct from AWS, Azure, GCP, or similar);University Courses (resulting in a university degree)","R;Udacity;Cloud-certification programs (direct from AWS, Azure, GCP, or similar);University Courses (resulting in a university degree)"
7774,30-34,Man,Netherlands,Doctoral degree,Data Scientist,3-5 years,"40,000-49,999",Udacity;Udemy,SQL;Udacity;Udemy
7775,35-39,Man,India,Bachelor’s degree,Data Analyst,10-20 years,"50,000-59,999",Kaggle Learn Courses;Udacity,SQL;Kaggle Learn Courses;Udacity
7776,25-29,Man,Nigeria,Professional degree,Other,I have never written code,$0-999,DataCamp,DataCamp
7777,35-39,Man,Saudi Arabia,Bachelor’s degree,Data Analyst,< 1 years,"1,000-1,999",Kaggle Learn Courses;DataCamp;Udacity,R;Kaggle Learn Courses;DataCamp;Udacity
7778,18-21,Man,India,I prefer not to answer,Machine Learning Engineer,3-5 years,$0-999,Udemy,C;Java;Udemy
7780,22-24,Woman,India,Master’s degree,Software Engineer,1-2 years,"7,500-9,999",Kaggle Learn Courses;DataCamp;Udacity,Java;Kaggle Learn Courses;DataCamp;Udacity
7784,35-39,Man,Portugal,Master’s degree,Data Scientist,10-20 years,$0-999,edX;DataCamp;Udacity;Udemy;University Courses (resulting in a university degree),R;SQL;edX;DataCamp;Udacity;Udemy;University Courses (resulting in a university degree)
7785,35-39,Man,Argentina,Bachelor’s degree,Data Scientist,5-10 years,"15,000-19,999",DataCamp;Udacity,R;SQL;Bash;DataCamp;Udacity
7786,45-49,Man,Canada,Doctoral degree,Research Scientist,20+ years,"100,000-124,999",University Courses (resulting in a university degree),R;University Courses (resulting in a university degree)
7787,25-29,Man,Nigeria,Master’s degree,Research Scientist,5-10 years,$0-999,Kaggle Learn Courses;DataCamp;Udacity;LinkedIn Learning;University Courses (resulting in a university degree),Kaggle Learn Courses;DataCamp;Udacity;LinkedIn Learning;University Courses (resulting in a university degree)
